Country,Year,Energy Type,Installed Capacity (MW),Production (GWh),Investments (USD),Renewable Energy Jobs,Electricity Prices,Investment/MW,Gross Revenue,ROI
Japan,2011,Wind,20472.13185934673,20416.84287717,8839381982.363243,87707,0.2898599770707279,431776.33101886977,5918025608.23315,-56.48206341770613
Japan,2002,Geothermal,4426.443089030708,14328.854413971238,6321601223.429239,312009,0.4980512425646423,1428144.6968323113,7136503745.406234,-26.621005176316547
Canada,2001,Hydro,7594.169918176335,39751.02947568577,7253511289.9539585,849390,0.1245146682636983,955142.0850609328,4949586248.305506,-55.645880556436
Canada,2023,Wind,10295.322188327013,22486.70788694493,116173697.95143314,317986,0.2253515491694443,11284.12455932196,5067414458.043801,2735.253982450886
Australia,2013,Solar,20768.27751215785,23229.541414137027,8942912383.569656,909492,0.2023542368922611,430604.4340140598,4700596126.214874,-65.83453632338866
Russia,2017,Wind,2456.097360246528,8164.967686458728,2874115412.053414,418779,0.3941490934674732,1170196.0429471445,3218214611.8089194,-27.217971522539468
USA,2006,Biomass,34398.98890811415,64470.03756946595,265515947.86702773,523274,0.2658953615285871,7718.713726623428,17142283947.294743,4096.540605282896
Japan,2018,Wind,41424.987938705395,50591.5279460171,9116574990.122017,319357,0.4560190813371531,220074.2943754476,23070702097.385624,64.49112061875277
China,2009,Hydro,40680.48987070904,16295.999818638054,7841413432.346973,478092,0.3678805561104696,192756.1211103553,5994981475.656679,-50.305668833858064
Brazil,2020,Geothermal,39759.47714118048,30884.05358772945,5967054893.266557,147687,0.0885992938751594,150078.8069239029,2736305339.8754125,-70.19302649744257
India,2012,Hydro,10256.64620028974,4175.455150363187,4388794754.925599,805207,0.4495840137407917,427897.645021783,1877217885.6949427,-72.19756917699839
Germany,2014,Hydro,48911.29290103825,37869.1622823441,9407352874.234238,686878,0.2361757588700477,192334.98679472745,8943778139.805605,-38.20306446889969
Australia,2021,Geothermal,48024.424341763945,23348.04375674356,164313739.9384564,777569,0.120528512020938,3421.4619371410695,2814104972.6000524,1013.216845332075
Russia,2012,Hydro,41456.32691300918,92263.45996662472,6970303735.606784,537561,0.3179732765618649,168136.06642559238,29337314672.522118,173.57853058435398
Japan,2020,Geothermal,22024.814117322483,82295.64977480801,2458489048.0786247,212980,0.0755138285335672,111623.60031656416,6214459586.15335,64.30411736658237
Japan,2004,Geothermal,5337.658880656844,9719.106991765451,1324637916.184979,140257,0.0750130929756595,248168.334807857,729060276.4136841,-64.2250026306269
France,2016,Solar,31582.484778587364,43809.085209218734,597427117.644587,731547,0.2862419099376116,18916.406414280525,12539996222.906342,1264.3501113617342
Russia,2014,Hydro,47227.28793697598,78035.54269480972,4178743965.411928,704717,0.277293933700164,88481.55691235946,21638782602.270878,236.5893868563341
France,2019,Solar,21480.488864157567,73558.32071702142,5081037102.177771,836575,0.4280958147726322,236541.96765772917,31490009240.659874,302.8411049715807
Canada,2019,Wind,11525.863511098194,66336.2555911974,6044883348.634061,506277,0.184681828757284,524462.5136167433,12251100995.492943,31.734810877199653
Japan,2018,Hydro,40467.967754519166,76002.04358610773,1040270273.9365453,116284,0.3829926115966908,25706.017170095613,29108221159.72892,1718.7911572466894
Germany,2009,Solar,39713.101165556465,27352.1331778859,3792485165.6533585,305188,0.1935858260413765,95497.07915892037,5294985295.234782,-9.248413861371683
Russia,2020,Biomass,20906.485765116136,65174.45671630807,8631451573.532345,871733,0.4449331060472795,412859.9933296535,28998273461.730927,118.37436715654732
France,2016,Biomass,3526.35794661466,13782.682678134874,1573784437.2202687,651981,0.4708095357425472,446291.7437894012,6489018432.9795265,168.00760521476394
Japan,2019,Solar,26586.41926718317,35054.88338238365,7489262789.887168,90622,0.1594899221150155,281695.05320077104,5590900620.407319,-51.476059724170696
Japan,2016,Geothermal,25641.576162564284,43408.15635392173,9923730969.281384,458055,0.1248674826290883,387017.19841113547,5420267209.484071,-64.49748892759662
Australia,2008,Geothermal,25312.398073748023,86965.28474012439,5324035676.796869,974171,0.4178204291656176,210333.12060300322,36335872592.628914,343.6168091085825
Japan,2020,Solar,28693.969032905097,4750.663171752123,1160267650.9991126,362392,0.3120992587528314,40435.941422692835,1482678454.4882126,-16.93804489098221
China,2017,Geothermal,14983.223611393589,14716.239325857052,4096533120.328952,705198,0.3673002859632027,273407.99460630445,5405278912.690225,-14.234031800858062
USA,2010,Geothermal,6994.171929136324,75866.77825524028,3430446683.2971644,930861,0.4609437708970496,490472.169980067,34970318854.78074,562.6165439703008
Australia,2010,Hydro,31724.795632973688,24298.48271180395,8416746927.580544,237640,0.4461234941458587,265305.00069896306,10840124009.83272,-16.284989117324987
India,2019,Hydro,35847.39203782874,72965.04312394318,6920941086.389295,258358,0.416590304598364,193066.7949034011,30396529540.03625,185.4777111147369
Germany,2003,Geothermal,17020.333172245068,16877.352606434877,6890713389.1108885,673542,0.4705337670301057,404851.8509818318,7941364299.4011755,-25.089225119014795
France,2011,Biomass,35535.604726967256,54646.35410527005,5948972550.5387945,506905,0.197077190531308,167408.78891035836,10769549939.845633,17.670865034763978
Russia,2004,Wind,3563.5338964720995,53427.70948594229,3825802789.920416,475085,0.4281154789962066,1073597.9791599466,22873229438.244354,288.61384005546466
Brazil,2017,Geothermal,49939.80320147007,72351.03888649266,5674979286.764447,349975,0.0934421022518344,113636.39668082219,6760633173.658094,-22.565152385195624
Australia,2020,Hydro,1447.6151627224633,65362.89486125518,6541967742.959832,168847,0.452741081664832,4519134.581774243,29592467720.22936,194.02627426356582
Canada,2007,Wind,11849.325672994644,3388.783571515904,9106571841.277033,437254,0.4597303567639614,768530.8086376156,1557926680.328858,-88.87998294128923
France,2022,Wind,32085.874832307923,60133.71478641315,7651032903.876819,641188,0.437026042435314,238454.8635143598,26279999390.040062,123.26396733793288
Canada,2019,Hydro,41819.60832246221,86788.09696434527,725090122.3151873,995378,0.1122961931516715,17338.520167959723,9745972899.974112,773.6682779178008
China,2010,Hydro,4197.286927834032,57276.85413332749,7367390894.597253,314128,0.4157123994597393,1755274.543119958,23810698465.27106,110.0737455613485
China,2005,Geothermal,22952.14534905958,15616.32481277907,2699205107.5576277,629060,0.3237457064146108,117601.42969241968,5055718108.113174,21.747575279564156
Brazil,2008,Wind,26479.58643116156,4252.713314753422,7333955868.099017,561637,0.3909334619924399,276966.4053162217,1662527938.9979,-85.26520775712356
France,2002,Solar,2978.8734735907615,5369.107759941186,1264798134.672847,960010,0.4668735774609767,424589.4113616876,2506694547.6572323,28.823043876377106
Australia,2007,Biomass,9057.727719252483,30522.4352451012,7461167473.992771,713616,0.2709672777388363,823735.0144820346,8270581188.324983,-27.94857116999694
India,2005,Solar,27655.18140600577,23055.409329646332,7169027231.122057,345208,0.3947233464830208,259229.07992804513,9100508325.13386,-17.48768388467714
Japan,2019,Solar,35764.94412072858,90911.14153986252,1260784629.7245774,957443,0.3048261794512912,35251.96699507366,27712095945.151867,1328.7025666139095
Russia,2002,Geothermal,28793.110600469616,24458.974479974837,6588567916.549703,717144,0.488822455986702,228824.45762710483,11956095976.217365,17.953741738326684
France,2009,Biomass,2597.760370655919,62362.90846640511,7755706703.367384,263352,0.0527402869839476,2985535.845020653,3289037689.671861,-72.43482019042204
USA,2007,Solar,4392.849173668793,14724.23546026607,9892709062.604937,192395,0.4446682310634358,2252002.896412399,6547399735.878028,-56.98033974932157
Germany,2012,Geothermal,12286.109950754331,95498.31173580642,3645648658.3150134,783294,0.0650970151107478,296729.28802750795,6216655042.1166935,10.839692907859218
Brazil,2002,Wind,23576.93341934626,63914.5033255624,3235167750.0490694,998387,0.259927743554766,137217.49527419134,16613152629.837023,233.78637658681777
Japan,2010,Wind,35077.56500883726,15978.15052545963,7838277024.312838,651031,0.2484252690102178,223455.56261781865,3969376342.573062,-67.08339581939335
Japan,2000,Geothermal,20887.810498954317,29720.911960418336,1159849371.28003,991666,0.1120548083237889,55527.57055786648,3330371092.932882,86.63985720984844
Brazil,2017,Solar,1952.9047936907227,99861.15067454443,1046081215.8587348,105895,0.1718658062818457,535653.9751647516,17162717176.913458,966.4340393337344
China,2008,Geothermal,26984.564214264636,35903.981367556466,2538588188.277031,863052,0.2888095373383872,94075.56735472783,10369412247.370058,165.50655170916608
USA,2015,Biomass,34652.143390078185,75557.32179829414,540117777.2692987,500782,0.0817279950148847,15586.850463742123,6175148419.269023,643.1428183715551
Japan,2018,Wind,31999.213750148447,54542.47588894952,7440496478.988534,930953,0.3712351487526497,232521.22808655,20248084149.97198,76.8867808035162
USA,2013,Geothermal,7220.288125037775,16156.878693745806,9438925126.591446,926683,0.1179765382706205,1307278.1810271682,1906132617.5464752,-86.87365155684176
India,2014,Solar,5827.722698696321,58531.58886683059,6201958390.508019,679882,0.3028289790996731,1064216.4548933355,17725061301.6241,85.76857696576586
Australia,2023,Biomass,23857.82953875146,85410.08181533967,2167936457.8308525,854788,0.419002899755286,90868.97256557003,35787071948.96355,972.9833285843117
China,2019,Solar,9270.85758814561,13971.29064687014,5744406107.41465,102736,0.371528337428999,619619.7118549057,5190730385.768987,-41.26503788799246
France,2002,Solar,23658.49175222378,87679.01365319012,6480272126.282264,724891,0.2497169368436227,273908.9285213268,21894934714.944813,119.61589401460624
Australia,2020,Solar,23810.58108062315,57717.43184361007,3966065012.852763,518296,0.2043823656885953,166567.33405302375,11796425261.66729,93.33209100796942
China,2013,Solar,12108.957172179164,10731.111910592384,6636097003.546138,946092,0.4218011996007579,548032.0814737745,4526395876.937849,-55.664341277148324
France,2018,Biomass,6421.0922318557305,78242.35924575481,9063623727.535889,425566,0.3697294794448721,1411539.252242831,28928506754.4716,107.46149614839122
Germany,2002,Hydro,1720.8399175295403,53131.54087908645,6707761616.165607,988115,0.1907229428870454,3897957.9377699206,10133403836.582724,-1.8046127652346855
Germany,2014,Solar,38298.72751249717,37132.57843855048,7024112205.711294,981469,0.098282438223604,183403.27895800903,3649480346.4699674,-66.22829824277754
China,2020,Geothermal,28116.00372407476,19320.483955787593,3670926873.097723,429000,0.4549265023639094,130563.60744306046,8789400189.984478,55.631270275588044
France,2000,Wind,42437.267446557074,62018.82564891921,7129149850.159493,36965,0.1444514654236658,167992.66963023745,8958710248.841211,-18.318989162269997
Japan,2007,Hydro,14172.906908615776,51756.0236175119,5948627678.368997,754817,0.3852638241426566,419718.24952528253,19939723581.300285,117.87916522284011
Russia,2003,Hydro,7388.7323521004,2599.123517036165,2412227068.6444473,660964,0.1425520460260944,326473.7378068272,370510375.22804374,-90.01620755240242
China,2004,Geothermal,24697.67921452403,90261.471523374,6073324966.965057,396132,0.1750892041594182,245906.70703154575,15803809215.285542,69.14089145256015
Japan,2010,Biomass,32960.87278381065,61168.012574775465,2775540388.4754376,462902,0.2977252647347922,84207.12663405856,18211262737.126125,326.48706638472095
Russia,2021,Solar,47882.494330377565,26912.363277678585,9313443154.836208,523072,0.4235528986049259,194506.22372710402,11398809474.569529,-20.445897019054744
USA,2002,Hydro,17102.155711271535,53737.4626365724,8728459438.325033,205622,0.3852329203133061,510371.8844386593,20701439661.713963,54.16163499633826
China,2011,Biomass,44458.93992128914,76313.92219922281,7265083483.571469,406283,0.1781595332769802,163411.08214531647,13596052761.549314,21.642570453472977
Japan,2018,Solar,21916.66120089712,44734.866953012126,4029472856.205898,286513,0.1890444181252569,183854.32065906818,8456876893.042961,36.419084496670465
China,2017,Solar,7865.926266075974,97820.22536995789,5732230209.691161,687917,0.2030617736061938,728741.9199965071,19863548458.18124,125.24054382863727
Canada,2020,Hydro,3160.935409479985,83592.82435699992,2239349608.2518024,542139,0.2469504641637178,708445.228439579,20643286775.717266,499.19792580718945
Brazil,2006,Hydro,494.9063369598441,35633.39802253413,5434731787.078251,376289,0.0673505294871508,10981334.004456718,2399928224.2440658,-71.29659002735654
India,2008,Wind,48880.712830437515,27321.14519056923,6716457115.457313,115312,0.4834648243976391,137405.05664792686,13208812661.900955,27.83120747508908
Japan,2012,Geothermal,25991.16285095931,9477.760905009356,5834956818.477801,620008,0.3642761768639203,224497.7207036521,3452522507.707137,-61.53973885628376
India,2004,Hydro,20823.820851871973,25803.756261814862,5334442237.378694,373809,0.0867760558781439,256170.19447702126,2239148195.241252,-72.71605423509077
China,2006,Geothermal,33525.54662003325,63170.27000180313,3715375739.093847,256511,0.4145778855380558,110822.22703786482,26188996966.21562,358.17298769873275
China,2018,Hydro,25001.256615428905,37086.03901127632,4205013868.0646944,308431,0.0766281141898044,168192.10061104185,2841833232.203623,-56.071688253848684
Japan,2008,Hydro,46735.53904280999,16249.424033642465,1488805127.0129602,599402,0.2375949393515647,31855.95282530511,3860780917.771139,68.55850043894932
Brazil,2020,Biomass,46954.82266576747,5841.977705088495,3256124411.858644,550398,0.407497505920869,69345.8994624748,2380591344.4688835,-52.477725719899496
Japan,2007,Biomass,43196.71451152341,84060.99028579377,5753210910.626307,291383,0.3153297533244286,133186.3077015162,26506931331.02654,199.47633821913217
USA,2012,Hydro,30232.136248147388,39951.02621018596,8824002303.942724,110973,0.3639938761623054,291874.91851434927,14541928886.907446,7.119801773696286
Russia,2010,Biomass,7457.0494145119565,47728.18723201126,3075625209.0080004,433753,0.1727388198531866,412445.330323628,8244510736.189553,74.23878445357322
France,2011,Solar,49879.333576726705,31315.665129302903,4339394036.46758,353519,0.2672190873638138,86997.83508118693,8368143456.04313,25.346838768663925
Brazil,2002,Hydro,42140.89220514657,85604.49529196449,7094224279.973463,106909,0.31046937952108,168345.37449843224,26577574537.51143,143.513917344703
Japan,2016,Biomass,4520.0073274417,53635.04233514887,4580608826.025621,626031,0.059169193763786,1013407.3894562073,3173542212.4572887,-54.966631807173236
Japan,2007,Wind,18777.363037797742,53119.10722630268,2563689299.904989,990881,0.298157920067566,136530.84806127628,15837882526.44042,301.55504189091073
Canada,2019,Hydro,35089.43706894252,74974.1925838315,6179536852.746124,772890,0.0651341981008409,176108.17866940363,4883383912.205877,-48.63369830826015
India,2011,Wind,45987.35036051302,20306.136775857,6388215395.722243,451699,0.0608516490184174,138912.44756748318,1235661908.0044281,-87.4271578140475
Australia,2022,Geothermal,18440.648922524295,11212.188219844753,4054269185.008165,695589,0.443876347532969,219855.01714400548,4976825154.87687,-20.209137502954164
France,2007,Solar,22171.658698910753,55180.46300572529,4770626960.263998,300047,0.1129749182983902,215167.79709848092,6234008299.739158,-15.061365548350983
Australia,2002,Hydro,31817.91150075172,66032.43861095118,3813039172.362048,699606,0.2859410488803304,119839.39210692576,18881384756.54141,221.8666144504692
USA,2021,Wind,47153.48193885893,36437.85712261112,8471643943.7979,653100,0.135253285674321,179661.04719016442,4928339898.764614,-62.186548969138066
Australia,2018,Solar,739.4926073324433,13348.854178319029,3325289016.0563555,194908,0.3838189909295249,4496717.050426783,5123543740.787782,0.15079637984819905
Canada,2012,Geothermal,31446.34460243085,26580.397689932008,6976142096.464581,935901,0.4313861342864084,221842.7033304632,11466415007.255148,6.8379865498011725
India,2010,Geothermal,21278.288141154804,18350.68392200092,5269145097.17781,342712,0.4389562893894941,247630.1224150941,8055148122.160973,-0.6319586414694145
Russia,2022,Hydro,47565.08257077952,54007.555648371505,920319093.051389,12868,0.1753880018975669,19348.628096711538,9472277272.539532,569.0049433546742
Japan,2016,Hydro,7522.574118054732,99468.62504965135,7750321154.886492,512850,0.3606484600275971,1030275.1469453987,35873206445.21923,200.85958663391676
Australia,2000,Geothermal,20430.129493169716,34127.01695270371,8095328506.954525,728301,0.2393403202561305,396244.6008803316,8167971166.846499,-34.416728686313114
Canada,2007,Biomass,29801.11907603763,91212.79174936996,9330571336.703688,542019,0.0544625320300922,313094.66308619856,4967679592.204191,-65.39341891925918
France,2002,Biomass,1272.01576219885,31491.53494206603,8206390809.551996,16753,0.4119784499012297,6451485.1572013125,12973833750.442776,2.76127634540694
India,2005,Hydro,46667.060772673496,21480.677231118912,9891469074.51352,183355,0.233680984816127,211958.26158191642,5019625809.885224,-67.01443686628657
Germany,2011,Biomass,37479.78802375566,18584.894609804775,3232768532.410867,263152,0.2878605273558901,86253.65037715407,5349857563.232041,7.567472933409117
France,2002,Solar,45832.080447847584,60883.09624241351,7786173412.132734,91544,0.4070274178203464,169884.7910906562,24781089452.457203,106.8757949700618
Canada,2011,Solar,43067.85498185867,59406.91014106535,1187444338.143347,394973,0.1455431659909153,27571.47618899363,8646269783.668465,373.29168861690704
China,2000,Wind,5253.417862109887,54656.83931944047,8771815820.192636,317426,0.2291211852512716,1669735.0278299933,12523039806.958504,-7.203068995305618
France,2007,Wind,44466.954745927935,4793.377889749729,4207639937.4750414,634067,0.2236348299312797,94623.97327445402,1071966249.1705369,-83.4401690183838
USA,2001,Wind,30561.48121708739,21180.959004497578,1421599319.1879156,276683,0.1910883080904555,46516.0477363603,4047433619.9027405,85.0614176179851
Germany,2005,Geothermal,681.5802213212859,70101.14968719943,149625774.91236526,522976,0.2602606065878256,219527.75364036582,18244567740.094486,7825.7527909259825
Germany,2014,Biomass,40932.69019868369,80244.14547048823,1878093106.657329,823585,0.3849382131587229,45882.47431432505,30889037973.858368,969.0564068329381
Canada,2001,Solar,12837.47868625526,11335.78139751193,5538384160.349211,242293,0.2500717059134829,431423.0461997969,2834758191.9381332,-66.73049807647135
USA,2010,Hydro,30253.582739164136,75283.25297914718,3183063501.9369187,383413,0.3796094897666703,105212.77857833185,28578237251.38922,483.5841541363985
Brazil,2018,Solar,49391.91331434193,35462.43000880131,1059503346.4156692,438215,0.2256285469663019,21450.947641423343,8001336554.780022,390.8779928068849
France,2011,Solar,42776.76912702643,26214.465679162087,3473815729.7580276,239222,0.1174399327340857,81207.9967854156,3078625086.020794,-42.3945752570789
India,2019,Solar,31688.610545498388,85526.27534287164,2993183257.680448,898416,0.1716197094439908,94456.12181016416,14677994524.170385,218.74748785359247
India,2006,Hydro,37745.281915241525,10255.032549395455,2734108177.906174,901671,0.1210228080581345,72435.75989300381,1241092835.855408,-70.49457114298208
Australia,2016,Hydro,11164.113864825797,87130.29373249268,7596562216.491039,834817,0.3889766970177177,680444.7095819346,33891653866.248547,189.99400498871094
China,2017,Hydro,49587.12136322277,37191.97266258356,5721125688.488364,337465,0.3447013794533262,115375.2331493787,12820124281.38295,45.65456584297982
India,2018,Wind,41863.25750869492,27140.149617933876,4945432966.500803,47484,0.499893457677741,118133.01832695761,13567183234.400187,78.31945477970697
Russia,2006,Geothermal,30987.712668773635,39033.54313627316,2375942050.1303535,128939,0.4131027427952907,76673.68274408307,16124863730.612736,341.13708178712693
USA,2022,Hydro,34290.43184107731,28361.262142781416,7275884639.810212,42851,0.3246551223104216,212184.10644494303,9207629029.84263,-17.74252663860508
Canada,2006,Wind,48501.428314612705,8672.59764461304,447293887.8110868,889023,0.2063849854112579,9222.282793604334,1789893938.3611722,160.10439481483226
China,2008,Geothermal,25260.08000982594,58248.60363750741,7933379127.591918,302839,0.088562357758446,314067.8542786051,5158633674.27485,-57.73412773610318
USA,2023,Wind,114.53163932083407,84123.42199610095,8862533293.041882,359897,0.4948614767931031,77380655.21105073,41629440841.87993,205.3205630095237
Russia,2006,Solar,9151.590442882944,4436.651081146397,908958358.0178002,706614,0.1728322974603115,99322.44714083373,766796599.3843067,-45.166048014925806
Germany,2018,Biomass,31126.485383869513,11415.517136399349,9643597348.125746,215111,0.3747948875925867,309819.6673731525,4278477461.9480414,-71.16210631910381
France,2018,Wind,34598.87382642854,68415.93093168313,9550288884.525208,419685,0.0880084468800904,276028.894247713,6021179823.152968,-59.0193874512938
Australia,2015,Biomass,12148.92515870769,15042.899898845635,9426153985.852571,507812,0.1662649312495308,775883.780887103,2501106717.4751434,-82.75309984539999
France,2000,Wind,30053.48686968921,69223.64166864043,7618095570.674675,605660,0.2006137315996338,253484.58246147778,13887213070.061857,18.490092593322295
India,2014,Biomass,15894.479996360582,87090.33391682156,1800556439.0834072,983613,0.4459682771431283,113281.87141043226,38839526172.704666,1302.1050084444798
France,2018,Wind,20850.806333277123,66922.2747952005,2425027780.32503,825619,0.2809680916437421,116303.78900286337,18803023837.66559,403.99280344922505
Brazil,2008,Geothermal,9167.385673299495,69010.9744471962,8376495607.47294,217409,0.070168896379935,913727.8506641141,4842423915.063652,-62.42371879257812
Brazil,2010,Hydro,41838.135624935145,5032.910996953746,7603050059.857122,767021,0.4589916465996993,181725.35525999335,2310064105.681534,-80.25079860224919
France,2005,Biomass,16363.83579304675,41721.02616272149,1205239389.2952287,506664,0.1977035154681676,73652.62060423227,8248393541.309435,344.84571691490083
Brazil,2015,Geothermal,32522.691749354755,47341.460672041234,5757289006.146954,76403,0.1071455220847053,177023.75469155863,5072425519.958402,-42.732133397285914
China,2005,Biomass,8710.126348875901,28181.63204485163,3706451970.992832,257000,0.0900469784353331,425533.66306462063,2537670813.015247,-55.49689996338819
Canada,2020,Hydro,20779.87511700996,17429.8802060444,2837966596.8583174,515832,0.1414361660785721,136572.84179418473,2465215431.5517125,-43.537389330709914
Germany,2011,Solar,30640.211539674783,4668.93596182355,426748083.36629146,325101,0.184215524221352,13927.713351904,860090485.7632477,31.004411627609596
India,2001,Geothermal,48003.434716552285,90256.7076235072,2795634283.952627,788947,0.2227248820587377,58238.2135874259,20102414560.455616,367.39194533778175
Australia,2012,Geothermal,20910.50624664976,90031.21938814987,1823410586.2861648,828687,0.21284608745007,87200.69063743055,19162792795.126583,583.1053527116834
Germany,2004,Hydro,49738.21262605519,1100.55911916677,8722454586.040768,381959,0.3656802124426279,175367.27046503357,402452692.5025759,-97.00091015039133
Germany,2010,Wind,31866.761095423673,90953.93705670632,6575640652.783454,870482,0.4000701395783879,206347.9445900691,36387954293.48041,259.6937779857291
France,2006,Geothermal,49454.811832831365,61850.58416492017,5086814747.386062,647711,0.1464271539397452,102857.83241033583,9056605008.779932,15.726511541077363
Russia,2009,Geothermal,21641.732238091023,64510.333679187,6690007028.624524,236994,0.1671402255000886,309125.3026802367,10782271718.225277,4.760377483301143
China,2015,Hydro,24914.56856493702,49965.22661581952,5265178031.748785,222487,0.0777974003854653,211329.28784320268,3887164740.3814187,-52.011934525057
India,2004,Biomass,23015.94102940931,38254.147706030315,9316396003.152374,207147,0.4188708116273528,404780.14743121166,16023545897.737555,11.795428511252645
USA,2002,Geothermal,9609.242819941475,65959.7106434609,3076617064.8856735,1694,0.0642377926899759,320172.68400179857,4237106218.2054386,-10.482228247801853
Russia,2017,Biomass,18883.1475377734,47883.06197600569,1861074027.1776412,43612,0.4327578420112838,98557.40540366975,20721770569.62878,623.7299899717028
Australia,2002,Hydro,18710.2057051868,19864.02107963856,4790213384.416778,772425,0.2641496314211286,256021.4173962206,5247073846.728054,-28.80070830522125
Russia,2006,Geothermal,18879.77385414159,87558.2262967827,1853059138.3787591,817472,0.4525258855279924,98150.49442301768,39622363890.211945,1289.8388883136456
France,2022,Solar,26607.68738285311,54613.44742936076,9392059357.296951,690127,0.2663388958344014,352982.92640605476,14545685286.046074,0.6669046292209801
Canada,2008,Geothermal,15892.24479391371,17777.976175516756,4169764864.780606,601901,0.4518776947436871,262377.3367987328,8033470891.400703,25.229029663407722
Australia,2016,Hydro,21285.122858272523,85207.73673713671,8450689086.226015,114184,0.3755492071324611,397023.270313971,31999697973.18317,146.13145117918455
Japan,2000,Wind,41556.08368540793,95015.8157956313,2533838625.6263323,915829,0.4920003258029176,60973.9513667422,46747812327.8806,1099.2112562263646
Brazil,2018,Geothermal,25971.300571383035,86216.3523556523,9885849174.304049,428919,0.3423799487479541,380645.1335439457,29518750300.763783,94.08740065920756
USA,2015,Biomass,30999.94425603985,5454.42547667913,5530081907.318064,941888,0.4865914130367488,178390.05972536918,2654076600.00094,-68.80426331990333
China,2010,Biomass,47669.333455418535,43855.831953289715,7531289147.418633,924244,0.3586246342434416,157990.2340036298,15727781693.690363,35.74114472025963
Germany,2015,Biomass,39573.95555682432,36574.94611037339,864470622.6492795,54827,0.3471815584808687,21844.433049104337,12698146791.95322,854.7803243417103
China,2021,Geothermal,21180.466878261963,3951.652649239232,6457744695.847111,732904,0.3428874098335769,304891.5178765419,1354971941.4596324,-86.36161998607427
France,2006,Solar,38199.31983103021,39025.76243757687,1685319793.8748903,513621,0.4688557325712638,44119.104772799255,18297452436.822212,605.7025098239212
Australia,2014,Solar,12732.107953435563,48700.98316584184,5889484299.5536175,77608,0.1523319766335956,462569.4599113441,7418717029.652152,-18.12243952090362
China,2007,Solar,30464.72698092133,28822.258191056757,2301892038.5575094,581487,0.2723555389670746,75559.2538216108,7849901663.873444,121.66270164065564
Canada,2018,Biomass,9951.277924095468,80716.9740550431,8453614029.601638,234119,0.4458001495221849,849500.3449891123,35983639102.71653,176.67888946507682
France,2001,Hydro,8663.446540937204,17795.13147866526,6392220475.216608,9094,0.1830637527432471,737838.0469033405,3257643549.04395,-66.87429172557108
Japan,2000,Wind,8230.124713139745,61400.71072213549,6414392992.251287,955110,0.4868283176443146,779379.8047811397,29891604703.02245,202.90540477385562
Japan,2008,Hydro,43303.55207064741,56894.14162558957,4523712875.235334,381116,0.0737304262366637,104465.16876618206,4194829312.42383,-39.725638468298165
USA,2016,Solar,25360.512199957942,2391.9320679898306,8688450908.386337,734144,0.482624722766952,342597.611589278,1154405551.1909742,-91.36366636370286
USA,2011,Hydro,16752.804970620586,37899.03025111665,5705983365.93389,681356,0.3530705197328978,340598.686365685,13381030308.134573,52.430687972465485
Japan,2007,Hydro,34150.60355047142,19006.8303534366,992259198.692682,740180,0.2273090442128398,29055.39274660886,4320424441.155266,183.01837770321234
India,2016,Wind,16034.09737771404,96997.39916697486,2080318419.7214663,401239,0.3774096061723935,129743.40686073933,36607750219.35444,1043.8170915088228
Russia,2023,Hydro,11248.419971877747,2109.5576131996654,6129640553.5948105,206582,0.3246884271700587,544933.4723382988,684948943.4544225,-92.73665707878627
Germany,2003,Solar,24533.70966773273,19433.2974614494,1726441058.7373688,405173,0.3775453990907298,70370.15934887424,7336952045.731781,176.23409473437079
Australia,2014,Solar,46159.42521191875,76206.43604746819,6076505592.022859,773876,0.4923094178772992,131641.7083645542,37517146169.03269,301.31856443751155
China,2017,Geothermal,36981.007327939245,92760.4060077354,6384046795.142374,566267,0.4978434397647117,172630.41913731783,46180159600.86221,370.1892812471312
Germany,2006,Hydro,38327.16549817951,87528.96976144204,1823422797.8568425,869247,0.2997496646178124,47575.206101360476,26236779330.334896,835.268912111989
India,2014,Biomass,42308.78584042103,28264.852244057376,6394247787.928537,142816,0.1075999477008763,151132.85954473296,3041296623.2335696,-69.08404443077998
France,2011,Hydro,41772.73442440555,1642.757406720466,9855688940.380444,589495,0.1286370685568343,235935.9298878528,211319497.1505479,-98.60631079188104
Japan,2003,Solar,38349.32324513662,45979.2349765951,9746854344.3036,386671,0.3786335809395933,254159.74832201703,17409282388.0512,16.09933987416938
Brazil,2004,Biomass,31510.50123088459,58619.14442223988,452460659.8146752,263880,0.4637784844325661,14359.043561363666,27186297958.88012,3805.5536188516458
Russia,2000,Solar,7750.496045492197,89395.06470359552,7443016791.996797,740942,0.4867725136170714,960327.7968673715,43515060350.729935,280.01780754260903
Germany,2022,Hydro,185.6051497401301,83196.09274318076,241745954.5091473,256435,0.0788176359119233,1302474.3917268524,6557319347.126626,1663.1143339240573
USA,2000,Wind,25198.166873734797,23166.392287164716,6793684479.029811,112018,0.1606564874013999,269610.2662178644,3721831210.618766,-64.39059991129177
Russia,2010,Hydro,9061.05006615121,78755.72372522383,3019017933.1191087,404348,0.319438832915035,333186.3206889301,25157636472.164433,441.6484455927785
China,2000,Solar,34069.36572810719,24105.08475360432,5645018026.689096,895843,0.4340583452651336,165691.90256547582,10463013200.625292,20.477180909824714
China,2022,Biomass,11101.399953060873,1551.5137439139417,8724668300.88914,481994,0.1302535768429527,785907.0331470742,202090214.6657918,-98.49439961494723
